row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,37.462.639.184.568,30.422.594.983.854,300.0,,37462639184568.0,30422594983854.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,22.741.438.510.945,20.326.158.485.235,310.0,,22741438510945.0,20326158485235.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,15,1.888.419.058.403,913.707.485.181,311.0,15.0,1888419058403.0,913707485181.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,725.581.455.476,731.957.225.384,312.0,,725581455476.0,731957225384.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,16(a),468.548.742.197,204.303.773.014,313.0,,468548742197.0,204303773014.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,17,1.128.067.820.011,1.911.683.033.277,315.0,17.0,1128067820011.0,1911683033277.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,18,3.184.286.840.374,2.732.382.333.601,318.0,18.0,3184286840374.0,2732382333601.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,5.160.454.035.471,6.963.402.316.712,319.0,19.0,5160454035471.0,6963402316712.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,20(a),8.161.089.248.187,4.957.780.032.953,320.0,,8161089248187.0,4957780032953.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,21,2.024.991.310.826,1.910.942.285.113,321.0,21.0,2024991310826.0,1910942285113.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,14.721.200.673.623,10.096.436.498.619,330.0,,14721200673623.0,10096436498619.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,5.636.355.880,5.658.606.820,337.0,,5636355880.0,5658606820.0
Vay và trái phiếu phát hành dài hạn,NGUỒN VỐN > Vay và trái phiếu phát hành dài hạn,Vay và trái phiếu phát hành dài hạn,338,20(b),3.661.872.522.217,572.231.674.577,338.0,,3661872522217.0,572231674577.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,22,394.444.939.970,374.787.926.130,341.0,22.0,394444939970.0,374787926130.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,21,10.659.246.855.556,9.143.758.291.092,342.0,21.0,10659246855556.0,9143758291092.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,6.479.547.353.367,6.259.637.155.176,400.0,,6479547353367.0,6259637155176.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,23,6.479.547.353.367,6.259.637.155.176,410.0,23.0,6479547353367.0,6259637155176.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,24,5.416.113.340.000,5.416.113.340.000,411.0,24.0,5416113340000.0,5416113340000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,245.949.492.805,245.949.492.805,412.0,,245949492805.0,245949492805.0
Cổ phiếu quỹ,NGUỒN VỐN > Cổ phiếu quỹ,Cổ phiếu quỹ,415,24,(2.347.121.362.620),-,415.0,24.0,-2347121362620.0,
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,3.164.605.883.182,597.574.322.371,421.0,,3164605883182.0,597574322371.0
TỔNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,43.942.186.537.935,36.682.232.139.030,440.0,,43942186537935.0,36682232139030.0
