row_label_raw,row_label_full,col_0,Vốncổ phầnVND,Thặng dư vốncổ phầnVND,Cổ phiếuquỹVND,Lợi nhuận chưaphân phốiVND,TổngVND,numeric__Vốncổ phầnVND,numeric__Thặng dư vốncổ phầnVND,numeric__Cổ phiếuquỹVND,numeric__Lợi nhuận chưaphân phốiVND,numeric__TổngVND
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,4.513.432.840.000,245.949.492.805,-,921.587.387.741,5.680.969.720.546,4513432840000.0,245949492805.0,,921587387741.0,5680969720546.0
Chia cổ tức bằng cổ phiếu từ nguồn lợi nhuận chưa phân phối,Chia cổ tức bằng cổ phiếu từ nguồn lợi nhuận chưa phân phối,Chia cổ tức bằng cổ phiếu từ nguồn lợi nhuận chưa phân phối,902.680.500.000,-,-,(902.680.500.000),-,902680500000.0,,,-902680500000.0,
Cổ tức bằng tiền,Cổ tức bằng tiền,Cổ tức bằng tiền,-,-,-,(1.985.909.236.000),(1.985.909.236.000),,,,-1985909236000.0,-1985909236000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,2.564.576.670.630,2.564.576.670.630,,,,2564576670630.0,2564576670630.0
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,5.416.113.340.000,245.949.492.805,-,597.574.322.371,6.259.637.155.176,5416113340000.0,245949492805.0,,597574322371.0,6259637155176.0
Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,-,-,(2.347.121.362.620),-,(2.347.121.362.620),,,-2347121362620.0,,-2347121362620.0
Cổ tức bằng tiền (Thuyết minh 25),Cổ tức bằng tiền (Thuyết minh 25),Cổ tức bằng tiền (Thuyết minh 25),-,-,-,(541.611.334.000),(541.611.334.000),,,,-541611334000.0,-541611334000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,3.108.642.894.811,3.108.642.894.811,,,,3108642894811.0,3108642894811.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,5.416.113.340.000,245.949.492.805,(2.347.121.362.620),3.164.605.883.182,6.479.547.353.367,5416113340000.0,245949492805.0,-2347121362620.0,3164605883182.0,6479547353367.0
