row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,1/1/2019,1/1/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__1/1/2019,numeric__1/1/2019_1
,,,Tỷ lệ sở hữu/quyền biểu quyết,VND,Tỷ lệ sở hữu/quyền biểu quyết,VND,,,,
Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,Đầu tư góp vốn vào các công ty con,,,,
▪ Công ty Cổ phần VietjetAir Cargo,Đầu tư góp vốn vào các công ty con > ▪ Công ty Cổ phần VietjetAir Cargo,▪ Công ty Cổ phần VietjetAir Cargo,90%,9.000.000.000,90%,9.000.000.000,0.9,9000000000.0,0.9,9000000000.0
▪ Vietjet Air IVB No. I Limited,Đầu tư góp vốn vào các công ty con > ▪ Vietjet Air IVB No. I Limited,▪ Vietjet Air IVB No. I Limited,100%,-,100%,-,1.0,,1.0,
▪ Vietjet Air IVB No. II Limited,Đầu tư góp vốn vào các công ty con > ▪ Vietjet Air IVB No. II Limited,▪ Vietjet Air IVB No. II Limited,100%,-,100%,-,1.0,,1.0,
▪ Vietjet Air Singapore Pte. Ltd.,Đầu tư góp vốn vào các công ty con > ▪ Vietjet Air Singapore Pte. Ltd.,▪ Vietjet Air Singapore Pte. Ltd.,100%,-,100%,-,1.0,,1.0,
▪ Vietjet Air Ireland No. 1 Limited,Đầu tư góp vốn vào các công ty con > ▪ Vietjet Air Ireland No. 1 Limited,▪ Vietjet Air Ireland No. 1 Limited,100%,-,100%,-,1.0,,1.0,
,,,,9.000.000.000,,9.000.000.000,,9000000000.0,,9000000000.0
Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,Đầu tư góp vốn vào các công ty liên kết,,,,
"▪ Thai Vietjet Air Joint Stock Co., Ltd.","Đầu tư góp vốn vào các công ty liên kết > ▪ Thai Vietjet Air Joint Stock Co., Ltd.","▪ Thai Vietjet Air Joint Stock Co., Ltd.",9%,-,9%,-,0.09,,0.09,
▪ Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Đầu tư góp vốn vào các công ty liên kết > ▪ Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,▪ Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,10%,60.000.000.000,10%,60.000.000.000,0.1,60000000000.0,0.1,60000000000.0
,,,,60.000.000.000,,60.000.000.000,,60000000000.0,,60000000000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,,,,
▪ Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Đầu tư góp vốn vào đơn vị khác > ▪ Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,▪ Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,"9,1%",149.417.024.400,4%,7.868.448.000,0.091,149417024400.0,0.04,7868448000.0
