row_label_raw,row_label_full,col_0,1/1/2019Giá trị ghi sốVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,Biến động trong năm > Đánh giá lạiVND,31/12/2019Giá trị ghi sốVND,numeric__1/1/2019Giá trị ghi sốVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__Biến động trong năm > Đánh giá lạiVND,numeric__31/12/2019Giá trị ghi sốVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,4.892.447.982.953,34.450.140.045.521,(31.252.987.926.550),4.261.526.263,8.093.861.628.187,4892447982953.0,34450140045521.0,-31252987926550.0,4261526263.0,8093861628187.0
Vay dài hạn đến hạn trả (Thuyết minh 20(b)),Vay dài hạn đến hạn trả (Thuyết minh 20(b)),Vay dài hạn đến hạn trả (Thuyết minh 20(b)),65.332.050.000,66.561.660.000,(64.622.680.000),(43.410.000),67.227.620.000,65332050000.0,66561660000.0,-64622680000.0,-43410000.0,67227620000.0
,,,4.957.780.032.953,34.516.701.705.521,(31.317.610.606.550),4.218.116.263,8.161.089.248.187,4957780032953.0,34516701705521.0,-31317610606550.0,4218116263.0,8161089248187.0
Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,4.957.780.032.953,,,,8.161.089.248.187,4957780032953.0,,,,8161089248187.0
