row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,747.898.679.837,468.729.305.585,140.0,10.0,747898679837.0,468729305585.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,445.495.545.999,354.932.468.265,150.0,,445495545999.0,354932468265.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,14(a),382.337.666.788,299.977.931.225,151.0,,382337666788.0,299977931225.0
Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,16(b),63.157.879.211,54.954.537.040,153.0,,63157879211.0,54954537040.0
Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),200,,24.341.596.232.410,19.955.201.908.719,200.0,,24341596232410.0,19955201908719.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,14.964.049.145.778,10.575.666.223.835,210.0,,14964049145778.0,10575666223835.0
Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,-,701.500.000.000,212.0,,,701500000000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,701.500.000.000,-,215.0,8.0,701500000000.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),14.262.549.145.778,9.874.166.223.835,216.0,,14262549145778.0,9874166223835.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,1.303.160.396.122,1.645.095.006.520,220.0,,1303160396122.0,1645095006520.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,1.301.038.091.839,1.642.189.535.533,221.0,11.0,1301038091839.0,1642189535533.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,1.687.120.867.140,1.934.434.945.327,222.0,,1687120867140.0,1934434945327.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(386.082.775.301),(292.245.409.794),223.0,,-386082775301.0,-292245409794.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,2.122.304.283,2.905.470.987,227.0,12.0,2122304283.0,2905470987.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,29.907.717.155,29.077.618.155,228.0,,29907717155.0,29077618155.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(27.785.412.872),(26.172.147.168),229.0,,-27785412872.0,-26172147168.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.258.338.717.091,1.175.977.845.586,240.0,,1258338717091.0,1175977845586.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,13,1.258.338.717.091,1.175.977.845.586,242.0,13.0,1258338717091.0,1175977845586.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,224.973.206.218,77.424.629.818,250.0,,224973206218.0,77424629818.0
Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,251,6(b),9.000.000.000,9.000.000.000,251.0,,9000000000.0,9000000000.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,6(b),60.000.000.000,60.000.000.000,252.0,,60000000000.0,60000000000.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,6(b),149.417.024.400,7.868.448.000,253.0,,149417024400.0,7868448000.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,255,6(c),6.556.181.818,556.181.818,255.0,,6556181818.0,556181818.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,6.591.074.767.201,6.481.038.202.960,260.0,,6591074767201.0,6481038202960.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14(b),6.591.074.767.201,6.481.038.202.960,261.0,,6591074767201.0,6481038202960.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,43.942.186.537.935,36.682.232.139.030,270.0,,43942186537935.0,36682232139030.0
