row_label_raw,row_label_full,Nhà bão lãnh phát hành,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2019 VND,1/1/2019 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2019 VND,numeric__1/1/2019 VND
Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh,,,,,
"Trải phiếu phát hành theo mệnh giá, đáo hạn sau 12 tháng","Công ty Cố phần Chứng khoán Thành phố Hồ Chí Minh > Trải phiếu phát hành theo mệnh giá, đáo hạn sau 12 tháng","Trải phiếu phát hành theo mệnh giá, đáo hạn sau 12 tháng",VND,9%,2022,600.000.000.000,,,0.09,2022.0,600000000000.0,
