row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 triệu đồng,31/12/2023 triệu đồng,numeric__Thuyết minh,numeric__31/12/2024 triệu đồng,numeric__31/12/2023 triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,42,238.395,154.358,42.0,238395.0,154358.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,42,263.133.210,394.715.794,42.0,263133210.0,394715794.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,4.416.403,1.945.064,,4416403.0,1945064.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,4.492.239,1.423.038,,4492239.0,1423038.0
Cam kết mua giao dịch hoán đổi ngoại tệ,Cam kết mua giao dịch hoán đổi ngoại tệ,Cam kết mua giao dịch hoán đổi ngoại tệ,,127.747.604,195.798.455,,127747604.0,195798455.0
Cam kết bán giao dịch hoán đổi ngoại tệ,Cam kết bán giao dịch hoán đổi ngoại tệ,Cam kết bán giao dịch hoán đổi ngoại tệ,,126.476.964,195.549.237,,126476964.0,195549237.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,42,29.138.440,23.214.316,42.0,29138440.0,23214316.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,42,135.649.614,121.825.143,42.0,135649614.0,121825143.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,42,72.142.229,81.444.111,42.0,72142229.0,81444111.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,43,9.244.457,6.878.001,43.0,9244457.0,6878001.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,44,43.977.154,35.252.892,44.0,43977154.0,35252892.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,45,302.861.111,285.945.759,45.0,302861111.0,285945759.0
