row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Thuyết minh,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhân được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhân được,Thu nhập lãi và các khoản thu nhập tương tự nhân được,,68.529.262,66.891.390,,68529262.0,66891390.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(30.835.949),(24.699.677),,-30835949.0,-24699677.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,4.368.249,4.085.225,,4368249.0,4085225.0
Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,,,,,,
"kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu từ hoạt động > kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,6.277.842,2.363.720,,6277842.0,2363720.0
Thu nhập khác,Chênh lệch số tiền thực thu từ hoạt động > Thu nhập khác,Thu nhập khác,,822.333,713.381,,822333.0,713381.0
"Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Chênh lệch số tiền thực thu từ hoạt động > Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro",33,2.451.560,1.711.016,33.0,2451560.0,1711016.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Chênh lệch số tiền thực thu từ hoạt động > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(15.627.426),(14.652.520),,-15627426.0,-14652520.0
Tiền thuế thu nhập thực nộp trong năm,Chênh lệch số tiền thực thu từ hoạt động > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,26,(6.021.975),(5.078.090),26.0,-6021975.0,-5078090.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,29.963.896,31.334.445,,29963896.0,31334445.0
Những thay đổi về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(204.555.002),(179.550.446),,-204555002.0,-179550446.0
(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Chênh lệch số tiền thực thu từ hoạt động > (Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(5.674.464),861.466,,-5674464.0,861466.0
Tăng các khoản về kinh doanh chứng khoán,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(25.402.231),(28.561.040),,-25402231.0,-28561040.0
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,141.294,(71.791),,141294.0,-71791.0
Tăng các khoản cho vay khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(164.801.515),(151.303.313),,-164801515.0,-151303313.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Chênh lệch số tiền thực thu từ hoạt động > Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(9.431.151),(6.633.346),,-9431151.0,-6633346.0
Giảm khác về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,613.065,6.157.578,,613065.0,6157578.0
Những thay đổi về nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,156.014.722,189.510.613,,156014722.0,189510613.0
Tăng/(giảm) các khoản nợ chính phủ và NHNNVN,Chênh lệch số tiền thực thu từ hoạt động > Tăng/(giảm) các khoản nợ chính phủ và NHNNVN,Tăng/(giảm) các khoản nợ chính phủ và NHNNVN,,8.147.547,(23.051),,8147547.0,-23051.0
"Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",,10.359.119,34.693.687,,10359119.0,34693687.0
Tăng tiền gửi của khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,146.621.902,123.926.939,,146621902.0,123926939.0
(Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),(Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(6.904.631),26.435.985,,-6904631.0,26435985.0
"(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(6.410),797.141,,-6410.0,797141.0
Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng công cụ tài chính phải sinh và các khoản nợ tài chính khác,,191.545,-,,191545.0,
(Giảm)/tăngkhác về công nợ hoạt động,Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăngkhác về công nợ hoạt động,(Giảm)/tăngkhác về công nợ hoạt động,,(2.046.061),3.929.292,,-2046061.0,3929292.0
Chi từ quỹ của tổ chức tín dụng,Chênh lệch số tiền thực thu từ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,27.1,(348.289),(249.380),271.0,-348289.0,-249380.0
Lưu chuyển tiền thuần sử dụng từ hoạt động kinh doanh,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần sử dụng từ hoạt động kinh doanh,Lưu chuyển tiền thuần sử dụng từ hoạt động kinh doanh,,(18.576.384),41.294.612,,-18576384.0,41294612.0
