row_label_raw,row_label_full,Công ty con chưa được hợp nhấtNgân hàng TNHH MTV Việt Nam Hiện Đại- Bán nợ trong năm,Năm 2024triệu đồng > 5.852.543,Năm 2023triệu đồng > -,numeric__Năm 2024triệu đồng > 5.852.543,numeric__Năm 2023triệu đồng > -
Cổ đông lớn- Chi phí lãi tiền gửi,Cổ đông lớn- Chi phí lãi tiền gửi,Cổ đông lớn- Chi phí lãi tiền gửi,(1.728.013),(1.781.386),-1728013.0,-1781386.0
- Chi trả cổ tức bằng tiền mặt trong năm,- Chi trả cổ tức bằng tiền mặt trong năm,- Chi trả cổ tức bằng tiền mặt trong năm,(1.062.442),(892.124),-1062442.0,-892124.0
- Tiền đã góp vốn trong năm,- Tiền đã góp vốn trong năm,- Tiền đã góp vốn trong năm,1.165.007,-,1165007.0,
