row_label_raw,row_label_full,col_0,Năm 2024triệu đồng,Năm 2023triệu đồng,numeric__Năm 2024triệu đồng,numeric__Năm 2023triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",156.767,157.503,156767.0,157503.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,9.381.603,7.996.974,9381603.0,7996974.0
Trong đó:,Trong đó:,Trong đó:,,,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,7.677.049,6.933.968,7677049.0,6933968.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,3.156.134,2.843.585,3156134.0,2843585.0
Trong đó:,Trong đó:,Trong đó:,,,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,1.623.989,1.462.673,1623989.0,1462673.0
Chi khác về tài sản,Trong đó: > Chi khác về tài sản,Chi khác về tài sản,1.532.145,1.380.912,1532145.0,1380912.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.691.898,3.433.687,3691898.0,3433687.0
Trong đó:,Trong đó:,Trong đó:,,,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,194.239,178.483,194239.0,178483.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,35.448,17.013,35448.0,17013.0
Lợi thế thương mại phân bổ trong kỳ,Trong đó: > Lợi thế thương mại phân bổ trong kỳ,Lợi thế thương mại phân bổ trong kỳ,9.522,9.523,9522.0,9523.0
Chi khác cho hoạt động quản lý,Trong đó: > Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.452.689,3.228.668,3452689.0,3228668.0
Chi dự phòng các khoản phải thu khó đòi,Trong đó: > Chi dự phòng các khoản phải thu khó đòi,Chi dự phòng các khoản phải thu khó đòi,41.874,33.225,41874.0,33225.0
"Chi nộp phí bảo hiểm, bào toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bào toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bào toàn tiền gửi của khách hàng",578.974,447.967,578974.0,447967.0
,,,17.007.250,14.912.941,17007250.0,14912941.0
