row_label_raw,row_label_full,col_0,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,69.061.893,69.143.043,69061893.0,69143043.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,1.942.451,1.123.493,1942451.0,1123493.0
Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,54.446.408,53.081.097,54446408.0,53081097.0
Thu lãi từ chứng khoản nợ,Thu lãi từ chứng khoản nợ,Thu lãi từ chứng khoản nợ,10.116.084,12.509.992,10116084.0,12509992.0
Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,119.924,174.326,119924.0,174326.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,1.511.556,1.500.202,1511556.0,1500202.0
Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,925.470,753.933,925470.0,753933.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(27.909.674),(30.459.195),-27909674.0,-30459195.0
Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(18.432.473),(20.827.140),-18432473.0,-20827140.0
Chi phí tiền vay,Chi phí tiền vay,Chi phí tiền vay,(1.988.997),(2.114.207),-1988997.0,-2114207.0
Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(6.559.439),(6.948.592),-6559439.0,-6948592.0
Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,(928.765),(569.256),-928765.0,-569256.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,41.152.219,38.683.848,41152219.0,38683848.0
