row_label_raw,row_label_full,col_0,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Lợi nhuận kế toán hợp nhất,Lợi nhuận kế toán hợp nhất,Lợi nhuận kế toán hợp nhất,28.829.328,26.306.089,28829328.0,26306089.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Lợi nhuận kế toàn của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận kế toàn của các công ty con,- Lợi nhuận kế toàn của các công ty con,(2.134.540),(2.045.725),-2134540.0,-2045725.0
- Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,- Chi phí không được khấu trừ khi tính thuế của Ngân hàng mẹ,446.806,14.931,446806.0,14931.0
- Lợi nhuận của các chi nhành nước ngoài,Điều chỉnh cho các khoản > - Lợi nhuận của các chi nhành nước ngoài,- Lợi nhuận của các chi nhành nước ngoài,(20.865),(35.232),-20865.0,-35232.0
- Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,- Thu nhập từ cổ tức không chịu thuế của Ngân hàng mẹ,(19.149),(32.736),-19149.0,-32736.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,22.778,44.730,22778.0,44730.0
Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,27.124.358,24.252.057,27124358.0,24252057.0
Thuế TNDN của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam,Thuế TNDN của Ngân hàng tại Việt Nam,5.424.872,4.850.411,5424872.0,4850411.0
Cộng:,Cộng:,Cộng:,,,,
Thuế TNDN của chi nhánh nước ngoài,Cộng: > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,4.172,7.049,4172.0,7049.0
Thuế TNDN của công ty con,Cộng: > Thuế TNDN của công ty con,Thuế TNDN của công ty con,444.314,412.409,444314.0,412409.0
Điều chỉnh theo quyết toán thuế,Cộng: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,14.908,-,14908.0,
Chi phí thuế TNDN trong năm,Cộng: > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,5.888.266,5.269.869,5888266.0,5269869.0
Thuế TNDN phải trả đầu năm,Cộng: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,3.322.906,3.127.484,3322906.0,3127484.0
Thuế TNDN đã trả trong năm,Cộng: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(6.021.975),(5.078.090),-6021975.0,-5078090.0
Điều chỉnh theo quyết toán thuế,Cộng: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,10.852,4.019,10852.0,4019.0
Chêch lệch tỷ giá hối đoái,Cộng: > Chêch lệch tỷ giá hối đoái,Chêch lệch tỷ giá hối đoái,(31),(376),-31.0,-376.0
Thuế TNDN hợp nhất phải trả cuối năm,Cộng: > Thuế TNDN hợp nhất phải trả cuối năm,Thuế TNDN hợp nhất phải trả cuối năm,3.200.018,3.322.906,3200018.0,3322906.0
