row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 triệu đồng,31/12/2023 triệu đồng,numeric__Thuyết minh,numeric__31/12/2024 triệu đồng,numeric__31/12/2023 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,3.349.166,3.675.394,5.0,3349166.0,3675394.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,29.825.253,66.321.652,6.0,29825253.0,66321652.0
Tiền gửi và cho vay các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng khác,Tiền gửi và cho vay các tổ chức tin dụng khác,7,76.785.622,46.343.813,7.0,76785622.0,46343813.0
Tiền gửi tại các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tin dụng khác,Tiền gửi tại các tổ chức tin dụng khác,,63.887.837,39.119.633,,63887837.0,39119633.0
Cho vay các tổ chức tin dụng khác,TÀI SẢN > Cho vay các tổ chức tin dụng khác,Cho vay các tổ chức tin dụng khác,,12.903.651,7.229.607,,12903651.0,7229607.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(5.866),(5.427),,-5866.0,-5427.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,7.931.655,44.250.788,8.0,7931655.0,44250788.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,7.931.834,44.251.400,,7931834.0,44251400.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(179),(612),,-179.0,-612.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,-,141.294,9.0,,141294.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,765.047.985,599.579.267,,765047985.0,599579267.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,776.657.846,611.048.830,10.0,776657846.0,611048830.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(11.609.861),(11.469.563),11.0,-11609861.0,-11469563.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,12,951.509,1.789.868,12.0,951509.0,1789868.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,1.041.362,1.848.863,,1041362.0,1848863.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(89.853),(58.995),,-89853.0,-58995.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,209.637.377,147.923.205,13.0,209637377.0,147923205.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,205.507.956,143.010.711,131.0,205507956.0,143010711.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,4.612.504,5.387.952,132.0,4612504.0,5387952.0
