row_label_raw,row_label_full,col_0,Tổng nợ cho vay khách hàng triệu đồng,"Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",Cam kết ngoại bằng triệu đồng,Công cụ tài chính phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay khách hàng triệu đồng,"numeric__Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",numeric__Cam kết ngoại bằng triệu đồng,numeric__Công cụ tài chính phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,607.682.561,111.307.681,226.637.928,141.294,192.584.063,607682561.0,111307681.0,226637928.0,141294.0,192584063.0
Nước ngoài,Nước ngoài,Nước ngoài,3.366.269,1.363.211,-,-,66.000,3366269.0,1363211.0,,,66000.0
,,,611.048.830,112.670.892,226.637.928,141.294,192.650.063,611048830.0,112670892.0,226637928.0,141294.0,192650063.0
