row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm (Thuyết minh 32),Năm 2024triệu đồng > 163.802 > 28.807,Năm 2023triệu đồng > 143.496 > 20.306,numeric__Năm 2024triệu đồng > 163.802 > 28.807,numeric__Năm 2023triệu đồng > 143.496 > 20.306
Biến động khác,Biến động khác,Biến động khác,(26.416),-,-26416.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,166.193,163.802,166193.0,163802.0
