row_label_raw,row_label_full,Lợi thế thương mại (Thuyết minh 19),31/12/2024triệu đồng > 9.523,31/12/2023triệu đồng > 19.045,numeric__31/12/2024triệu đồng > 9.523,numeric__31/12/2023triệu đồng > 19.045
Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,3.066.449,4.204.567,3066449.0,4204567.0
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,158.912,203.855,158912.0,203855.0
Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,2.163.562,1.855.090,2163562.0,1855090.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,475.303,124.112,475303.0,124112.0
,,,5.873.749,6.406.669,5873749.0,6406669.0
