row_label_raw,row_label_full,Dự phòng rủi ro cho vay khách hàng trích lập trong năm (Thuyết minh 11) > Dự phòng rủi ro cho vay TCTD trích lập trong năm (Thuyết minh 7),Năm 2024triệu đồng > 9.534.768 > 150,Năm 2023triệu đồng > 6.114.903 > 4.632,numeric__Năm 2024triệu đồng > 9.534.768 > 150,numeric__Năm 2023triệu đồng > 6.114.903 > 4.632
Trích lập dự phòng mua nợ,Trích lập dự phòng mua nợ,Trích lập dự phòng mua nợ,65.093,56.487,65093.0,56487.0
Trích lập dự phòng với các cam kết đưa ra,Trích lập dự phòng với các cam kết đưa ra,Trích lập dự phòng với các cam kết đưa ra,9,950,9.0,950.0
Hoàn nhập dự phòng rủi ro cho các khoản rủi ro khác,Hoàn nhập dự phòng rủi ro cho các khoản rủi ro khác,Hoàn nhập dự phòng rủi ro cho các khoản rủi ro khác,(23.376),(89.940),-23376.0,-89940.0
,,,9.576.644,6.087.032,9576644.0,6087032.0
