row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm (Thuyết minh 36),Năm 2024 triệu đồng > 5.427 > 150,Năm 2023 triệu đồng > 695 > 4.632,numeric__Năm 2024 triệu đồng > 5.427 > 150,numeric__Năm 2023 triệu đồng > 695 > 4.632
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,289,100,289.0,100.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.866,5.427,5866.0,5427.0
