row_label_raw,row_label_full,col_0,Tài chính ngân hàng triệu đồng,Chứng khoán – Quản lý quỹ triệu đồng,Bảo hiểm triệu đồng,Khai thác nợ - Quản lý tài sản triệu đồng,Loại trừ triệu đồng,Tổng công triệu đồng,numeric__Tài chính ngân hàng triệu đồng,numeric__Chứng khoán – Quản lý quỹ triệu đồng,numeric__Bảo hiểm triệu đồng,numeric__Khai thác nợ - Quản lý tài sản triệu đồng,numeric__Loại trừ triệu đồng,numeric__Tổng công triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,1.111.192.632,22.729.848,23.113.662,1.950.940,(30.186.020),1.128.801.062,1111192632.0,22729848.0,23113662.0,1950940.0,-30186020.0,1128801062.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,3.348.007,348,569,242,-,3.349.166,3348007.0,348.0,569.0,242.0,,3349166.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,4.858.928,166.443,353.749,51.296,-,5.430.416,4858928.0,166443.0,353749.0,51296.0,,5430416.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,1.102.985.697,22.563.057,22.759.344,1.899.402,(30.186.020),1.120.021.480,1102985697.0,22563057.0,22759344.0,1899402.0,-30186020.0,1120021480.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,998.651.487,15.235.258,18.999.635,797.055,(21.941.954),1.011.741.481,998651487.0,15235258.0,18999635.0,797055.0,-21941954.0,1011741481.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,981.581.568,14.207.082,(1.050),-,(21.457.266),974.330.334,981581568.0,14207082.0,-1050.0,,-21457266.0,974330334.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.889.521,12.797,119.395,105.049,(62.785),2.063.977,1889521.0,12797.0,119395.0,105049.0,-62785.0,2063977.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,15.180.398,1.015.379,18.881.290,692.006,(421.903),35.347.170,15180398.0,1015379.0,18881290.0,692006.0,-421903.0,35347170.0
