row_label_raw,row_label_full,col_0,31/12/2024triệu đồng,31/12/2023triệu đồng,numeric__31/12/2024triệu đồng,numeric__31/12/2023triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,7.719.682,44.095.180,7719682.0,44095180.0
"Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (i)",999.786,1.554.118,999786.0,1554118.0
Chứng khoán do các TCTD khác trong nước phát hành (ii),Chứng khoán do các TCTD khác trong nước phát hành (ii),Chứng khoán do các TCTD khác trong nước phát hành (ii),6.621.719,42.243.021,6621719.0,42243021.0
Chứng khoán do các TCKT trong nước phát hành (iii),Chứng khoán do các TCKT trong nước phát hành (iii),Chứng khoán do các TCKT trong nước phát hành (iii),98.177,298.041,98177.0,298041.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,212.152,156.220,212152.0,156220.0
Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,128.830,91.167,128830.0,91167.0
Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn do các TCKT khác trong nước phát hành,83.322,65.053,83322.0,65053.0
,,,7.931.834,44.251.400,7931834.0,44251400.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,,,
Dự phòng chung,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng chung,Dự phòng chung,(179),(612),-179.0,-612.0
,,,7.931.655,44.250.788,7931655.0,44250788.0
