row_label_raw,row_label_full,col_0,Tổng nợ cho vay khách hàng triệu đồng,"Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",Cam kết ngoại bằng triệu đồng,Công cụ tài chính phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay khách hàng triệu đồng,"numeric__Tổng tiền gửi, cho vay tại NHNN và các TCTD khác triệu đồng",numeric__Cam kết ngoại bằng triệu đồng,numeric__Công cụ tài chính phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,769.363.498,103.884.469,237.168.678,191.545,217.995.033,769363498.0,103884469.0,237168678.0,191545.0,217995033.0
Nước ngoài,Nước ngoài,Nước ngoài,7.294.348,2.732.272,-,-,57.261,7294348.0,2732272.0,,,57261.0
,,,776.657.846,106.616.741,237.168.678,191.545,218.052.294,776657846.0,106616741.0,237168678.0,191545.0,218052294.0
