row_label_raw,row_label_full,col_0,31/12/2024triệu đồng,31/12/2023triệu đồng,numeric__31/12/2024triệu đồng,numeric__31/12/2023triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,63.887.837,39.119.633,63887837.0,39119633.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,11.260.009,16.126.886,11260009.0,16126886.0
- Bằng VND,- Bằng VND,- Bằng VND,6.102.802,1.791.465,6102802.0,1791465.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,5.157.207,14.335.421,5157207.0,14335421.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,52.627.828,22.992.747,52627828.0,22992747.0
- Bằng VND,- Bằng VND,- Bằng VND,50.971.254,17.177.006,50971254.0,17177006.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.656.574,5.815.741,1656574.0,5815741.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,12.903.651,7.229.607,12903651.0,7229607.0
- Bằng VND,- Bằng VND,- Bằng VND,12.523.482,6.504.630,12523482.0,6504630.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,380.169,724.977,380169.0,724977.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(5.866),(5.427),-5866.0,-5427.0
,,,76.785.622,46.343.813,76785622.0,46343813.0
