row_label_raw,row_label_full,Năm hết hiệu lực > 2026 > 2027 > 2029,Tình hình quyết toán > Chưa quyết toán,Số lỗ được khấu trừ VND > 405.181.465.911 > 97.584.232.750 > 36.644.451.238,numeric__Tình hình quyết toán > Chưa quyết toán,numeric__Số lỗ được khấu trừ VND > 405.181.465.911 > 97.584.232.750 > 36.644.451.238
2030,2030,2030,Chưa quyết toán,74.455.030.764,,74455030764.0
,,,,613.865.180.663,,613865180663.0
