row_label_raw,row_label_full,col_0,Mã số,2025 VND,2024 VND,numeric__Mã số,numeric__2025 VND,numeric__2024 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận/(lỗ) kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận/(lỗ) kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận/(lỗ) kế toán trước thuế Điều chỉnh cho các khoản,01,207.348.577.876,(29.575.807.048),1.0,207348577876.0,-29575807048.0
Khấu hao,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao,Khấu hao,02,341.744.729,202.563.118,2.0,341744729.0,202563118.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,160.300.719.649,368.476.579.630,3.0,160300719649.0,368476579630.0
Lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,05,(544.909.769.736),(522.472.903.218),5.0,-544909769736.0,-522472903218.0
Chi phí lãi vay và chi phí tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí tài chính khác,Chi phí lãi vay và chi phí tài chính khác,06,178.608.126.605,188.637.097.576,6.0,178608126605.0,188637097576.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.689.399.123,5.267.530.058,8.0,1689399123.0,5267530058.0
Biến động các khoản phải thu và tài sản khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và tài sản khác,Biến động các khoản phải thu và tài sản khác,09,42.902.371.274,(77.680.392.108),9.0,42902371274.0,-77680392108.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,13.889.962.717,(5.778.317.246),11.0,13889962717.0,-5778317246.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(356.288.788),(447.369.386),12.0,-356288788.0,-447369386.0
,,,,58.125.444.326,(78.638.548.682),,58125444326.0,-78638548682.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(171.498.285.001),(189.350.430.329),14.0,-171498285001.0,-189350430329.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(113.372.840.675),(267.988.979.011),20.0,-113372840675.0,-267988979011.0
