row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2025 VND,1/1/2025 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2025 VND,numeric__1/1/2025 VND
Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,,,,,
▪ MMLB2126001,Trái phiếu phát hành theo mệnh giá > ▪ MMLB2126001,▪ MMLB2126001,VND,"8,575%",2026,1.999.980.000.000,1.999.980.000.000,,0.08574999999999999,2026.0,1999980000000.0,1999980000000.0
