row_label_raw,row_label_full,col_0,Vốncổ phầnVND,Thặng dưvốn cổ phầnVND,Lỗ lũy kếVND,TổngVND,numeric__Vốncổ phầnVND,numeric__Thặng dưvốn cổ phầnVND,numeric__Lỗ lũy kếVND,numeric__TổngVND
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,3.271.329.400.000,2.126.179.665.149,(410.382.252.122),4.987.126.813.027,3271329400000.0,2126179665149.0,-410382252122.0,4987126813027.0
Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),19.196.530.000,10.923.300.000,-,30.119.830.000,19196530000.0,10923300000.0,,30119830000.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(29.575.807.048),(29.575.807.048),,,-29575807048.0,-29575807048.0
Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,3.290.525.930.000,2.137.102.965.149,(439.958.059.170),4.987.670.835.979,3290525930000.0,2137102965149.0,-439958059170.0,4987670835979.0
Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 18),112.642.650.000,(50.000.000),-,112.592.650.000,112642650000.0,-50000000.0,,112592650000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,207.348.577.876,207.348.577.876,,,207348577876.0,207348577876.0
Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,3.403.168.580.000,2.137.052.965.149,(232.609.481.294),5.307.612.063.855,3403168580000.0,2137052965149.0,-232609481294.0,5307612063855.0
