row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,,,,,,
"Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)","Tên công ty con > Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)","Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)",Kinh doanh và môi giới BĐS,Đang hoạt động,55,495.284.900.000,55,392.874.900.000,,,55.0,495284900000.0,55.0,392874900000.0
"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)","Tên công ty con > Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)","Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,326.507.100.000,51,200.537.100.000,,,51.0,326507100000.0,51.0,200537100000.0
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,139.712.460.000,51,139.712.460.000,,,51.0,139712460000.0,51.0,139712460000.0
"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"") (iii)","Tên công ty con > Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"") (iii)","Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"") (iii)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,87.286.500.000,51,33.022.500.000,,,51.0,87286500000.0,51.0,33022500000.0
"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (trước đây là Công ty Cổ phần Dịch vụ và Xây dựng Đất Xanh Tây Nam Bộ) (iv)","Tên công ty con > Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (trước đây là Công ty Cổ phần Dịch vụ và Xây dựng Đất Xanh Tây Nam Bộ) (iv)","Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (trước đây là Công ty Cổ phần Dịch vụ và Xây dựng Đất Xanh Tây Nam Bộ) (iv)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,60.180.000.000,51,2.040.000.000,,,51.0,60180000000.0,51.0,2040000000.0
"Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Nha Trang) (v)","Tên công ty con > Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Nha Trang) (v)","Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Nha Trang) (v)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,36.956.744.550,-,-,,,51.0,36956744550.0,,
"Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Tên công ty con > Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,"50,99",14.328.270.000,"50,99",14.328.270.000,,,50.99,14328270000.0,50.99,14328270000.0
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (trước đây là Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Đất Xanh Central) (vi)","Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (trước đây là Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Đất Xanh Central) (vi)","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (trước đây là Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Đất Xanh Central) (vi)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,10.200.000.000,-,-,,,51.0,10200000000.0,,
"Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Long An)","Tên công ty con > Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Long An)","Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Long An)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,3.060.000.000,51,3.060.000.000,,,51.0,3060000000.0,51.0,3060000000.0
