row_label_raw,row_label_full,Đất Xanh Miền Tây,Công ty con,Tạm ứng doanh thu từ HĐHTKD,19.259.593.806,3.852.154.378,numeric__Công ty con,numeric__Tạm ứng doanh thu từ HĐHTKD,numeric__19.259.593.806,numeric__3.852.154.378
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,,
DXG,Phải trả ngắn hạn khác > DXG,DXG,Công ty mẹ,Cổ tức phải trảNhận tạm ứng góp vốnLãi vay phải trả,2.125.818.182-,2.125.818.182303.594.480.000,,,,2.1258181823035946e+21
DXG,Phải trả ngắn hạn khác > DXG,DXG,Công ty mẹ,Cổ tức phải trảNhận tạm ứng góp vốnLãi vay phải trả,-,262.011.639,,,,262011639.0
Ông Trần Công Luận,Phải trả ngắn hạn khác > Ông Trần Công Luận,Ông Trần Công Luận,Cổ đông,Cổ tức phải trả,-,2.636.412,,,,2636412.0
Ông Lương Trí Tú,Phải trả ngắn hạn khác > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Cổ tức phải trả,-,2.636.412,,,,2636412.0
,,,,,2.125.818.182,305.987.582.645,,,2125818182.0,305987582645.0
