row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.710.999.773.374,385.583.511.791,,,1710999773374.0,385583511791.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,80.759.335.784,24.349.769.617,,4.0,80759335784.0,24349769617.0
111,111,111,1. Tiền,,2.759.335.784,24.349.769.617,,,2759335784.0,24349769617.0
112,112,112,2. Các khoản tương đương tiền,,78.000.000.000,-,,,78000000000.0,
130,130,130,II. Các khoản phải thu ngắn hạn,,1.627.847.701.767,359.551.185.139,,,1627847701767.0,359551185139.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,633.749.799.989,78.185.872,,5.0,633749799989.0,78185872.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,1.040.275.846,1.020.964.183,,6.0,1040275846.0,1020964183.0
135,135,135,3. Phải thu về cho vay dài hạn,7,175.460.000.000,-,,7.0,175460000000.0,
136,136,136,4. Phải thu ngắn hạn khác,8,818.460.444.438,359.400.497.567,,8.0,818460444438.0,359400497567.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(862.818.506),(948.462.483),,6.0,-862818506.0,-948462483.0
140,140,140,III. Hàng tồn kho,,2.266.240.419,1.682.557.035,,,2266240419.0,1682557035.0
141,141,141,1. Hàng tồn kho,,2.266.240.419,1.682.557.035,,,2266240419.0,1682557035.0
150,150,150,IV. Tài sản ngắn hạn khác,,126.495.404,-,,,126495404.0,
151,151,151,1. Chi phí trả trước ngắn hạn,,126.495.404,-,,,126495404.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,1.576.433.924.091,1.046.690.758.169,,,1576433924091.0,1046690758169.0
210,210,210,I. Các khoản phải thu dài hạn,,385.203.859.350,192.148.150.246,,,385203859350.0,192148150246.0
215,215,215,1. Phải thu về cho vay dài hạn,7,7.650.000.000,-,,7.0,7650000000.0,
216,216,216,2. Phải thu dài hạn khác,8,377.553.859.350,192.148.150.246,,8.0,377553859350.0,192148150246.0
220,220,220,II. Tài sản cố định,,2.883.222.959,-,,,2883222959.0,
221,221,221,1. Tài sản cố định hữu hình,,493.889.623,-,,,493889623.0,
222,222,222,Nguyên giá,,557.681.812,-,,,557681812.0,
223,223,223,Giá trị khấu hao lũy kế,,(63.792.189),-,,,-63792189.0,
227,227,227,2. Tài sản cố định vô hình,,2.389.333.336,-,,,2389333336.0,
228,228,228,Nguyên giá,,2.560.000.000,-,,,2560000000.0,
229,229,229,Giá trị hao mòn lũy kế,,(170.666.664),-,,,-170666664.0,
240,240,240,III. Tài sản dở dang dài hạn,,8.324.333.022,-,,,8324333022.0,
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,8.324.333.022,-,,,8324333022.0,
250,250,250,IV. Đầu tư tài chính dài hạn,9,1.178.513.974.550,854.047.430.000,,9.0,1178513974550.0,854047430000.0
251,251,251,1. Đầu tư vào công ty con,,1.178.513.974.550.,785.575.230.000,,,1178513974550.0,785575230000.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,-,68.472.200.000,,,,68472200000.0
260,260,260,V. Tài sản dài hạn khác,,1.508.534.210,495.177.923,,,1508534210.0,495177923.0
261,261,261,1. Chi phí trả trước dài hạn,,1.285.787.772,285.102.690,,,1285787772.0,285102690.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,20.3,222.746.438,210.075.233,,203.0,222746438.0,210075233.0
270,270,270,TỔNG CỘNG TÀI SẢN,,3.287.433.697.465,1.432.274.269.960,,,3287433697465.0,1432274269960.0
