row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Góp vốn,125.970.000.000,-,,,125970000000.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Góp vốn theo HĐHTKD,81.686.201.000,102.162.865.000,,,81686201000.0,102162865000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Cổ tức được chia,56.100.000.000,51.930.000.000,,,56100000000.0,51930000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Nhận chuyển nhượng cổ phần,36.956.744.550,-,,,36956744550.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Doanh thu được chia từ HĐHTKD,35.525.742.727,-,,,35525742727.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Chi phí chuyển giao công nghệ,225.813.171,-,,,225813171.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Tạm ứng góp vốn,-,72.675.000.000,,,,72675000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Cổ tức được chia,107.800.000.000,164.720.000.000,,,107800000000.0,164720000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Góp vốn,102.410.000.000,156.750.000.000,,,102410000000.0,156750000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu được chia từ HĐHTKD,6.919.032.543,-,,,6919032543.0,
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Góp vốn theo HĐHTKD,-,101.445.039.754,,,,101445039754.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Cổ tức được chia,61.200.000.000,-,,,61200000000.0,
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn,58.140.000.000,2.040.000.000,,,58140000000.0,2040000000.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Doanh thu được chia từ HĐHTKD,12.993.236.888,8.316.223.293,,,12993236888.0,8316223293.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn theo HĐHTKD,-,28.041.430.000,,,,28041430000.0
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Góp vốn,54.264.000.000,-,,,54264000000.0,
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Cổ tức được chia,21.420.000.000,32.590.000.000,,,21420000000.0,32590000000.0
Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Tạm ứng góp vốn,-,33.915.000.000,,,,33915000000.0
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Góp vốn,10.200.000.000,-,,,10200000000.0,
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Phí dịch vụ môi giới,201.463.725,-,,,201463725.0,
Công Nghệ BĐS,Công Nghệ BĐS,Công Nghệ BĐS,Công ty con,Cho vay,6.000.000.000,-,,,6000000000.0,
Công Nghệ BĐS,Công Nghệ BĐS,Công Nghệ BĐS,Công ty con,Doanh thu cho thuê,385.000.000,-,,,385000000.0,
Công Nghệ BĐS,Công Nghệ BĐS,Công Nghệ BĐS,Công ty con,Lãi vay,369.027.777,-,,,369027777.0,
Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty con,Góp vốn,5.000.000.000,-,,,5000000000.0,
Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty con,Cho vay,1.650.000.000,-,,,1650000000.0,
Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty Cổ phần Công nghệ thông tin,Công ty con,Lãi vay,10.109.589,-,,,10109589.0,
Bất động sản Việt Nam,Bất động sản Việt Nam,Bất động sản Việt Nam,,Phí sử dụng tên miền,727.273,-,,,727273.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Phí dịch vụ môi giới,1.536.327.344,-,,,1536327344.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Góp vốn,-,60.078.000.000,,,,60078000000.0
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Cổ tức được chia,-,59.080.000.000,,,,59080000000.0
Công ty Cổ phần Đất Xanh Premium,Công ty Cổ phần Đất Xanh Premium,Công ty Cổ phần Đất Xanh Premium,Công ty trong cùng tập đoàn,Phí dịch vụ môi giới,305.941.038,-,,,305941038.0,
