row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
DXG,DXG,DXG,Công ty mẹ,Góp vốn theo,,,,,,
DXG,DXG > DXG,DXG,Công ty mẹ,HĐHTKD,1.447.025.800.000,282.196.000.246,,,1447025800000.0,282196000246.0
DXG,DXG > DXG,DXG,Công ty mẹ,Nhận góp vốn,1.296.025.800.000,1.000.071.140.000,,,1296025800000.0,1000071140000.0
DXG,DXG > DXG,DXG,Công ty mẹ,Cổ tức công bố,686.752.386.273,299.005.272.824,,,686752386273.0,299005272824.0
DXG,DXG > DXG,DXG,Công ty mẹ,Lãi trái phiếu,2.305.238.580,-,,,2305238580.0,
DXG,DXG > DXG,DXG,Công ty mẹ,Phí dịch vụ môi giới,1.805.120.941,55.610.021,,,1805120941.0,55610021.0
DXG,DXG > DXG,DXG,Công ty mẹ,Thu hộ,95.613.973,2.534.497.934,,,95613973.0,2534497934.0
DXG,DXG,DXG,Công ty mẹ,Nhận chuyển nhượng,,,,,,
DXG,DXG > DXG,DXG,Công ty mẹ,cổ phần,-,551.358.960.000,,,,551358960000.0
DXG,DXG > DXG,DXG,Công ty mẹ,Nhận tạm ứng góp vốn,-,303.594.480.000,,,,303594480000.0
DXG,DXG > DXG,DXG,Công ty mẹ,Vay và hoàn trả tiền vay,-,99.118.276.154,,,,99118276154.0
DXG,DXG > DXG,DXG,Công ty mẹ,Chi phí lãi vay,-,262.011.639,,,,262011639.0
