row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,906.857.080.882,298.906.147.137,,,906857080882.0,298906147137.0
02,02,02,Khấu hao tài sản cố định,,234.458.853,-,,,234458853.0,
03,03,03,Dự phòng,,(85.643.977),-,,,-85643977.0,
05,05,05,Lãi từ hoạt động đầu tư,16.2,(359.649.584.825),(308.326.473.087),,162.0,-359649584825.0,-308326473087.0
06,06,06,Chi phí lãi vay,,-,460.622.750,,,,460622750.0
08,08,08,Lãi (lỗ) từ hoạt động kinh doanh trước thay đổi vốn lưu động,,547.356.310.933,(8.959.703.200),,,547356310933.0,-8959703200.0
09,09,09,Tăng các khoản phải thu,,(1.270.740.784.248),(382.575.861.610),,,-1270740784248.0,-382575861610.0
10,10,10,(Tăng) giảm hàng tồn kho,,(583.683.384),2.027.146.353,,,-583683384.0,2027146353.0
11,11,11,Tăng các khoản phải trả,,98.532.090.088,986.909.540,,,98532090088.0,986909540.0
12,12,12,(Tăng) giảm chi phí trả trước,,(1.127.180.486),88.964.483,,,-1127180486.0,88964483.0
14,14,14,Tiền lãi vay đã trả,,-,(198.611.111),,,,-198611111.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,12,(1.096.910.032),(3.387.173.904),,12.0,-1096910032.0,-3387173904.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(1.531.353.901),-,,,-1531353901.0,
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(629.191.511.030),(392.018.329.449),,,-629191511030.0,-392018329449.0
20,20,20,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,20 > 21,21,Tiền chi để mua sắm tài sản cố định,,(11.442.014.834),-,,,-11442014834.0,
23,20 > 23,23,Tiền chi cho vay và mua các công cụ nợ của đơn vị khác,,(255.412.400.000),-,,,-255412400000.0,
24,20 > 24,24,Tiền bán lại công cụ nợ của đơn vị khác,,72.302.400.000,-,,,72302400000.0,
25,20 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(392.938.744.550),(892.165.230.000),,,-392938744550.0,-892165230000.0
26,20 > 26,26,Tiền thu từ thanh lý khoản đầu tư,,174.924.690.000,-,,,174924690000.0,
27,20 > 27,27,"Tiền thu lãi tiền gửi, cổ tức",,245.519.285.679,301.339.473.087,,,245519285679.0,301339473087.0
30,20 > 30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(167.046.783.705),(590.825.756.913),,,-167046783705.0,-590825756913.0
30,30,30,III. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,30 > 31,31,Tiền thu từ phát hành cổ phiếu,,1.596.405.520.000,1.303.665.620.000,,,1596405520000.0,1303665620000.0
33,30 > 33,33,Tiền thu từ đi vay,,-,125.118.276.154,,,,125118276154.0
34,30 > 34,34,Tiền trả nợ gốc vay,,-,(125.118.276.154),,,,-125118276154.0
36,30 > 36,36,Cổ tức đã trả,15.3,(743.757.659.098),(296.874.181.818),,153.0,-743757659098.0,-296874181818.0
40,30 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,852.647.860.902,1.006.791.438.182,,,852647860902.0,1006791438182.0
