row_label_raw,row_label_full,STT,Tên công ty,Giấy Chứng nhận Đăng kýDoanh nghiệp/Giấy phépHoạt động,Lĩnh vựchoạt độngchính,31.12.2025,31.12.2025_1,31.12.2024,31.12.2024_1,numeric__Tên công ty,numeric__Giấy Chứng nhận Đăng kýDoanh nghiệp/Giấy phépHoạt động,numeric__Lĩnh vựchoạt độngchính,numeric__31.12.2025,numeric__31.12.2025_1,numeric__31.12.2024,numeric__31.12.2024_1
STT,STT,STT,Tên công ty,Giấy Chứng nhận Đăng kýDoanh nghiệp/Giấy phépHoạt động,Lĩnh vựchoạt độngchính,Tỷ lệsở hữu,Tỷ lệquyềnbiểu quyết,Tỷ lệsở hữu,Tỷ lệquyềnbiểu quyết,,,,,,,
1,STT > 1,1,Công ty TNHHMột thành viênQuản lý nợ vàKhai thác Tài sảnSeABank,Số 0103099985 do Sở Kế hoạchvà Đầu tư Thành phố Hà Nội (naylà Sở Tài chính Thành phố Hà Nội)cấp ngày 16 tháng 12 năm 2008 vàdiều chỉnh gần nhất đề ngày 10tháng 12 năm 2024.,Quản lý nợvà khai tháctài sản,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
2,STT > 2,2,Công ty Tài chínhTNHH MTVBưu Điện (đếngày 3 tháng 2năm 2025),Số 96/GP-NHNN đề ngày 28 tháng9 năm 2018 và sửa đổi bổ sungtheo Quyết định số 50/QĐ-NHNNđề ngày 9 tháng 1 năm 2023 củaThống đốc NHNN.,Tải chínhtiêu dùng,-,-,100%,100%,,,,,,1.0,1.0
