row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày > Thuyết minh,Năm tài chính kết thúc ngày > 31.12.2025Triệu đồng,Năm tài chính kết thúc ngày > 31.12.2024Triệu đồng,numeric__col_1,numeric__Năm tài chính kết thúc ngày > Thuyết minh,numeric__Năm tài chính kết thúc ngày > 31.12.2025Triệu đồng,numeric__Năm tài chính kết thúc ngày > 31.12.2024Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,23.972.598,20.375.164,,,23972598.0,20375164.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,,(13.806.600),(11.606.962),,,-13806600.0,-11606962.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập từ hoạt động dịch vụ nhận được,,706.600,1.076.646,,,706600.0,1076646.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh(ngoại tế, vàng bạc, chứng khoán)",,687.280,973.318,,,687280.0,973318.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập khác,,4.610,17.462,,,4610.0,17462.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Tiền thu các khoản nợ đã được xử lý bằng nguồnđự phòng rủi ro,26,136.089,578.442,,26.0,136089.0,578442.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(4.000.841),(3.689.936),,,-4000841.0,-3689936.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế TNDN thực nộp trong năm,33,(1.317.292),(936.234),,33.0,-1317292.0,-936234.0
LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀTÀI SẢN VÀ VỐN LU'U ĐỘNG,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀTÀI SẢN VÀ VỐN LU'U ĐỘNG,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀTÀI SẢN VÀ VỐN LU'U ĐỘNG,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀTÀI SẢN VÀ VỐN LU'U ĐỘNG,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH TRƯỚC NHỮNG THAY ĐỒI VỀTÀI SẢN VÀ VỐN LU'U ĐỘNG,6.382.444,6.787.900,,,6382444.0,6787900.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
09,Những thay đổi về tài sản hoạt động > 09,09,Giảm các khoản tiền gửi và cho vay các TCTD khác,,2.144.260,566.290,,,2144260.0,566290.0
10,Những thay đổi về tài sản hoạt động > 10,10,Tăng các khoản về kinh doanh chứng khoán,,(10.320.256),(4.036.079),,,-10320256.0,-4036079.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,,(32.017.731),(28.951.426),,,-32017731.0,-28951426.0
13,Những thay đổi về tài sản hoạt động > 13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đấpcác khoản tồn thất",7.8,(2.095.803),(1.526.486),,78.0,-2095803.0,-1526486.0
14,Những thay đổi về tài sản hoạt động > 14,14,(Tăng)/giảm khác về tài sản hoạt động,,(18.009),5.039.459,,,-18009.0,5039459.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Tăng/(giảm) các khoản nợ chính phủ và NHNN,,18.754.897,(474.154),,,18754897.0,-474154.0
16,Những thay đổi về công nợ hoạt động > 16,16,"Tăng các khoản tiền gửi, tiền vay các TCTD khác",,21.373.138,17.555.312,,,21373138.0,17555312.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,,23.769.444,23.621.060,,,23769444.0,23621060.0
18,Những thay đổi về công nợ hoạt động > 18,18,(Giảm)/tăng phát hành giấy tờ có giá(Giảm)/tăng các công cụ tài chính phải sinh vàcác khoản nợ tài chính khác,,(466.150),13.604.100,,,-466150.0,13604100.0
21,Những thay đổi về công nợ hoạt động > 21,21,Giảm khác về công nợ hoạt động,,(43.176),196.443,,,-43176.0,196443.0
,,,,,(106.050),(78.252),,,-106050.0,-78252.0
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGKINH DOANH,,27.357.008,32.304.167,,,27357008.0,32304167.0
