row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,31.12.2025Triệu đồng,31.12.2024Triệu đồng,,
Thuế và các loại phí,Thuế và các loại phí,Thuế và các loại phí,36.151,105.401,36151.0,105401.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.688.080,2.011.691,2688080.0,2011691.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.029.260,1.858.460,2029260.0,1858460.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,127.885,116.432,127885.0,116432.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,163,379,163.0,379.0
- Chi khác,- Chi khác,- Chi khác,530.772,36.420,530772.0,36420.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,850.848,762.128,850848.0,762128.0
- Chi phí thuê tài sản,- Chi phí thuê tài sản,- Chi phí thuê tài sản,340.086,333.616,340086.0,333616.0
- Chi phí bảo dưỡng và sửa chữa tài sản,- Chi phí bảo dưỡng và sửa chữa tài sản,- Chi phí bảo dưỡng và sửa chữa tài sản,297.796,255.656,297796.0,255656.0
- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,180.686,138.194,180686.0,138194.0
- Chi khác,- Chi khác,- Chi khác,32.280,34.662,32280.0,34662.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,621.355,590.759,621355.0,590759.0
"- Chi phí hội nghị, lễ tân và khách tiết","- Chi phí hội nghị, lễ tân và khách tiết","- Chi phí hội nghị, lễ tân và khách tiết",250.780,196.495,250780.0,196495.0
- Chi phí dịch vụ chuyên nghiệp,- Chi phí dịch vụ chuyên nghiệp,- Chi phí dịch vụ chuyên nghiệp,95.700,122.384,95700.0,122384.0
- Công tác phí,- Công tác phí,- Công tác phí,40.011,41.756,40011.0,41756.0
- Chi bưu phí và điện thoại,- Chi bưu phí và điện thoại,- Chi bưu phí và điện thoại,37.555,34.209,37555.0,34209.0
- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,197.309,195.915,197309.0,195915.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",142.988,135.804,142988.0,135804.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,300.956,221.804,300956.0,221804.0
,,,4.640.378,3.827.587,4640378.0,3827587.0
