row_label_raw,row_label_full,Chỉ tiêu,Tại ngày1.1.2025Triệu đồng,Phát sinh trong năm > Số phải nộpTriệu đồng,Phát sinh trong năm > Số đã nộpTriệu đồng,Tại ngày31.12.2025Triệu đồng,numeric__Tại ngày1.1.2025Triệu đồng,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng,numeric__Tại ngày31.12.2025Triệu đồng
Thuế TNDN,Thuế TNDN,Thuế TNDN,791.960,1.345.829,(1.317.292),820.497,791960.0,1345829.0,-1317292.0,820497.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,12.380,211.602,(209.956),14.026,12380.0,211602.0,-209956.0,14026.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,30.810,94.121,(114.447),10.484,30810.0,94121.0,-114447.0,10484.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,88.751,(88.751),-,,88751.0,-88751.0,
,,,835.150,1.740.303,(1.730.446),845.007,835150.0,1740303.0,-1730446.0,845007.0
