row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",110.008.896,92.768.783,110008896.0,92768783.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,32.539.448,34.601.355,32539448.0,34601355.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,24.066.359,19.824.024,24066359.0,19824024.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,16.122.066,14.821.908,16122066.0,14821908.0
Công ty cổ phần có vốn Nhà nước trên 50%,Công ty cổ phần có vốn Nhà nước trên 50%,Công ty cổ phần có vốn Nhà nước trên 50%,7.905.503,5.034.134,7905503.0,5034134.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.221.106,1.038.783,1221106.0,1038783.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,152.936,88.428,152936.0,88428.0
Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,31.464,49.722,31464.0,49722.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,339,2.213,339.0,2213.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,567.448,616.771,567448.0,616771.0
,,,192.615.565,168.846.121,192615565.0,168846121.0
