row_label_raw,row_label_full,col_0,31.12.2025%,31.12.2024%,numeric__31.12.2025%,numeric__31.12.2024%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"5,65 - 9,10","3,70 - 6,30",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"3,70 - 4,20","4,40 - 5,00",,
Cho vay TCTD khác bằng VND,Cho vay TCTD khác bằng VND,Cho vay TCTD khác bằng VND,"7,50 - 7,80","4,70 - 6,50",,
