row_label_raw,row_label_full,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2024Triệu đồng
1.263.489,1.263.489,1.263.489,1.343.207,1343207.0
6.952,6.952,6.952,15.649,15649.0
4.644,4.644,4.644,3.944,3944.0
1.275.085,1.275.085,1.275.085,1.362.800,1362800.0
