row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,1.337.444,15.526.074,1337444.0,15526074.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,990.000,-,990000.0,
Dự chỉ lãi tiền gửi,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội > Dự chỉ lãi tiền gửi,Dự chỉ lãi tiền gửi,18.856,-,18856.0,
Tiền vay tại Ngân hàng,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội > Tiền vay tại Ngân hàng,Tiền vay tại Ngân hàng,4.300.000,4.300.000,4300000.0,4300000.0
Dự thu lãi tiền vay,Công ty Cổ phần Đầu tư Phát triển Thành phố Thông minh Bắc Hà Nội > Dự thu lãi tiền vay,Dự thu lãi tiền vay,366.784,4.418,366784.0,4418.0
Công ty Tài chính TNHH MTV Bưu điện (*),Công ty Tài chính TNHH MTV Bưu điện (*),Công ty Tài chính TNHH MTV Bưu điện (*),Công ty Tài chính TNHH MTV Bưu điện (*),Công ty Tài chính TNHH MTV Bưu điện (*),,
Vốn góp của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện (*) > Vốn góp của Ngân hàng,Vốn góp của Ngân hàng,Không áp dụng,1.760.000,,1760000.0
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện (*) > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,Không áp dụng,604.217,,604217.0
Tiền gửi có kỳ hạn của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện (*) > Tiền gửi có kỳ hạn của Ngân hàng,Tiền gửi có kỳ hạn của Ngân hàng,Không áp dụng,3.130.000,,3130000.0
Các khoản phải trả cho Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện (*) > Các khoản phải trả cho Ngân hàng,Các khoản phải trả cho Ngân hàng,Không áp dụng,10.291,,10291.0
