row_label_raw,row_label_full,Thông tin về Ngân hàng,1,numeric__1
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,2,2.0
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,3 - 4,
Báo cáo tỉnh hình tài chính riêng (Mẫu số B02/TCTD),Báo cáo tỉnh hình tài chính riêng (Mẫu số B02/TCTD),Báo cáo tỉnh hình tài chính riêng (Mẫu số B02/TCTD),5 - 7,
Báo cáo kết quả hoạt động riêng (Mẫu số B03/TCTD),Báo cáo tỉnh hình tài chính riêng (Mẫu số B02/TCTD) > Báo cáo kết quả hoạt động riêng (Mẫu số B03/TCTD),Báo cáo kết quả hoạt động riêng (Mẫu số B03/TCTD),8,8.0
Báo cáo lưu chuyển tiền tệ riêng (Mẫu số B04/TCTD),Báo cáo lưu chuyển tiền tệ riêng (Mẫu số B04/TCTD),Báo cáo lưu chuyển tiền tệ riêng (Mẫu số B04/TCTD),9 - 10,
Thuyết minh báo cáo tài chính riêng (Mẫu số B05/TCTD),Thuyết minh báo cáo tài chính riêng (Mẫu số B05/TCTD),Thuyết minh báo cáo tài chính riêng (Mẫu số B05/TCTD),11 - 70,
