row_label_raw,row_label_full,col_0,31.12.2025%,31.12.2024%,numeric__31.12.2025%,numeric__31.12.2024%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"4,50 - 9,50","3,80 - 6,35",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"3,80 - 4,20","4,70 - 4,95",,
Vay bằng VND,Vay bằng VND,Vay bằng VND,"4,99 - 8,25","4,00 - 10,00",,
Vay bằng ngoại tệ,Vay bằng ngoại tệ,Vay bằng ngoại tệ,"4,41 - 7,42","4,39 - 8,43",,
