row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank,,
Vốn góp của Ngân hàng,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank > Vốn góp của Ngân hàng,Vốn góp của Ngân hàng,1.000.000,1.000.000,1000000.0,1000000.0
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,2.350,2.604,2350.0,2604.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,806.000,523.500,806000.0,523500.0
Dự chi lãi tiền gửi,Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,12.661,12.341,12661.0,12341.0
Các khoản phải trả cho Ngân hàng (Thuyết minh 11.1),Công ty TNHH Một thành viên Quản lý nợ và Khai thác Tài sản SeABank > Các khoản phải trả cho Ngân hàng (Thuyết minh 11.1),Các khoản phải trả cho Ngân hàng (Thuyết minh 11.1),103.435,36.284,103435.0,36284.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,2.957,10.350,2957.0,10350.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,1.110.500,419.900,1110500.0,419900.0
Dự chi lãi tiền gửi,Công ty Cổ phần Thăng Long GTC > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,8.795,5.376,8795.0,5376.0
Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,Tập đoàn BRG - Công ty Cổ phần và các công ty con,,
Tiền gửi không kỳ hạn tại Ngân hàng,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,106.865,130.614,106865.0,130614.0
Tiền gửi có kỳ hạn tại Ngân hàng,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,995.901,1.060.830,995901.0,1060830.0
Dự chi lãi tiền gửi,Tập đoàn BRG - Công ty Cổ phần và các công ty con > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,6.602,7.668,6602.0,7668.0
Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,Công ty Cổ phần Cho thuê Máy bay Việt Nam,,
Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Tiền gửi không kỳ hạn tại Ngân hàng,Tiền gửi không kỳ hạn tại Ngân hàng,4.395.564,6,4395564.0,6.0
Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Tiền gửi có kỳ hạn tại Ngân hàng,Tiền gửi có kỳ hạn tại Ngân hàng,1.571.400,949.495,1571400.0,949495.0
Dự chi lãi tiền gửi,Công ty Cổ phần Cho thuê Máy bay Việt Nam > Dự chi lãi tiền gửi,Dự chi lãi tiền gửi,36.570,9.353,36570.0,9353.0
