row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,33.264.995.314,,20.015.742.538,,33264995314.0,,20015742538.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - TNHH MTV - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - TNHH MTV - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - TNHH MTV - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,20.065.680.055,,11.254.418.246,,20065680055.0,,11254418246.0,
Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,9.204.490.138,,4.564.243.363,,9204490138.0,,4564243363.0,
Công ty TNHH MTV Thương mại Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mại Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mại Becamex - Phải thu tiền cổ tức,3.772.825.121,,3.535.130.929,,3772825121.0,,3535130929.0,
"Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn.","Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn.","Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn.",132.000.000,,,,132000000.0,,,
Công ty TNHH Becamex Tokyu - Ký quỹ ký cược ngắn hạn,Công ty TNHH Becamex Tokyu - Ký quỹ ký cược ngắn hạn,Công ty TNHH Becamex Tokyu - Ký quỹ ký cược ngắn hạn,90.000.000,,40.000.000,,90000000.0,,40000000.0,
Công ty Cổ phần nước - Môi trường Bình Dương - Tiền ứng để thi công hệ thống cấp nước,Công ty Cổ phần nước - Môi trường Bình Dương - Tiền ứng để thi công hệ thống cấp nước,Công ty Cổ phần nước - Môi trường Bình Dương - Tiền ứng để thi công hệ thống cấp nước,,,621.950.000,,,,621950000.0,
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,4.882.371.869,,4.568.874.134,,4882371869.0,,4568874134.0,
Lãi tiền gửi dự thu,Lãi tiền gửi dự thu,Lãi tiền gửi dự thu,13.736.111,,,,13736111.0,,,
"Chỉ hộ cho Ban quản lý tỏa nhà chung cư New Horizon, tỏa nhà Becamex Tower","Chỉ hộ cho Ban quản lý tỏa nhà chung cư New Horizon, tỏa nhà Becamex Tower","Chỉ hộ cho Ban quản lý tỏa nhà chung cư New Horizon, tỏa nhà Becamex Tower",55.473.386,,132.948.084,,55473386.0,,132948084.0,
