row_label_raw,row_label_full,col_0,Lãi suất,Số cuối năm > Kỳ hạn,Số cuối năm > Giá trị,Lãi suất_1,Số đầu năm > Kỳ hạn,Số đầu năm > Giá trị,numeric__Lãi suất,numeric__Số cuối năm > Kỳ hạn,numeric__Số cuối năm > Giá trị,numeric__Lãi suất_1,numeric__Số đầu năm > Kỳ hạn,numeric__Số đầu năm > Giá trị
Phát hành theo mênh giá,Phát hành theo mênh giá,Phát hành theo mênh giá,,,1.000.000.000.000,,,1.000.000.000.000,,,1000000000000.0,,,1000000000000.0
Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),"10,70 %/năm",05 năm,600.000.000.000,"10,125 %/năm",05 năm,600.000.000.000,,,600000000000.0,,,600000000000.0
Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),"10,70 %/năm",05 năm,400.000.000.000,"10,125 %/năm",05 năm,400.000.000.000,,,400000000000.0,,,400000000000.0
Cộng,Cộng,Cộng,,,1.000.000.000.000,,,1.000.000.000.000,,,1000000000000.0,,,1000000000000.0
