row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,6.321.207.779.576,6.136.016.506.221,,300.0,,6321207779576.0,6136016506221.0
I.,I.,I.,Nợ ngắn hạn,310,,3.969.942.426.576,3.209.965.153.221,,310.0,,3969942426576.0,3209965153221.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,2.282.157.533.366,1.865.353.708.349,,311.0,,2282157533366.0,1865353708349.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,91.345.542.579,15.716.840.237,,312.0,,91345542579.0,15716840237.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,5.752.928.029,9.512.717.157,,313.0,,5752928029.0,9512717157.0
4.,4.,4.,Phải trả người lao động,314,V.17,1.858.308.048,1.652.850.072,,314.0,,1858308048.0,1652850072.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,V.18,392.672.183.043,292.325.468.474,,315.0,,392672183043.0,292325468474.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,593.018.801.564,574.058.927.840,,319.0,,593018801564.0,574058927840.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,603.137.129.947,451.344.641.092,,320.0,,603137129947.0,451344641092.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,-,-,,322.0,,,
13.,13.,13.,Quỹ bình ổn giả,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,2.351.265.353.000,2.926.051.353.000,,330.0,,2351265353000.0,2926051353000.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,1.131.267.353.000,1.571.267.353.000,,331.0,,1131267353000.0,1571267353000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,248.000.000,284.000.000,,337.0,,248000000.0,284000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,1.219.750.000.000,1.354.500.000.000,,338.0,,1219750000000.0,1354500000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
