row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,1.646.552.458.520,2.960.182.841.116,,400.0,,1646552458520.0,2960182841116.0
I.,I.,I.,Vốn chủ sở hữu,410,,1.646.552.458.520,2.960.182.841.116,,410.0,,1646552458520.0,2960182841116.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,V.22,1.370.973.230.000,2.741.945.250.000,,411.0,,1370973230000.0,2741945250000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.370.973.230.000,2.741.945.250.000,,,,1370973230000.0,2741945250000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,V.22,10.420.226.000,10.420.226.000,,412.0,,10420226000.0,10420226000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,V.22,86.402.472.800,81.606.382.163,,418.0,,86402472800.0,81606382163.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,V.22,178.756.529.720,126.210.982.953,,421.0,,178756529720.0,126210982953.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,6.940.943.279,126.210.982.953,,,,6940943279.0,126210982953.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,171.815.586.441,-,,,,171815586441.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
TỔNG CỘNG NGUỐN VỐN,- > TỔNG CỘNG NGUỐN VỐN,TỔNG CỘNG NGUỐN VỐN,TỔNG CỘNG NGUỐN VỐN,440,,7.967.760.238.096,9.096.199.347.337,,440.0,,7967760238096.0,9096199347337.0
