row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2017,Năm 2016,numeric__Thuyết minh,numeric__Năm 2017,numeric__Năm 2016
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,3.944.654,2.760.576,,3944654.0,2760576.0
02. Chi phí lãi và các khoản thu nhập tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các khoản thu nhập tương tự đã trả,02. Chi phí lãi và các khoản thu nhập tương tự đã trả,,(2.998.890),(2.355.999),,-2998890.0,-2355999.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,18.181,3.558,,18181.0,3558.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,83.165,(32.339),,83165.0,-32339.0
05. Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,100.812,124.802,,100812.0,124802.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro",,14.017,500,,14017.0,500.0
"07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(949.955),(813.755),,-949955.0,-813755.0
08. Tiền thuế thu nhập thực nộp trong kỳ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong kỳ,08. Tiền thuế thu nhập thực nộp trong kỳ,,(367),(288),,-367.0,-288.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,211.617,(312.946),,211617.0,-312946.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,1.626.993,(1.965.323),,1626993.0,-1965323.0
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,3.220.057,(9.079.801),,3220057.0,-9079801.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,33.755,(33.755),,33755.0,-33755.0
12. (Tăng)/Giảm các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,(6.758.369),(4.920.776),,-6758369.0,-4920776.0
13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,Những thay đổi về tài sản hoạt động > 13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,,(5.108),(1.806),,-5108.0,-1806.0
14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,(428.890),(1.085.333),,-428890.0,-1085333.0
