row_label_raw,row_label_full,Chi tiêu,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
Chi tiêu,Chi tiêu,Chi tiêu,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 6 tháng,Từ 6 - 12 tháng,Trên 1 năm,Tổng,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Chi tiêu > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,285.896,-,-,-,-,285.896,,,285896.0,,,,,285896.0
Tiền gửi tại ngân hàng Nhà nước,Chi tiêu > Tiền gửi tại ngân hàng Nhà nước,Tiền gửi tại ngân hàng Nhà nước,-,-,2.336.309,-,-,-,-,2.336.309,,,2336309.0,,,,,2336309.0
"Tiền, vàng gửi tại và cho vay các TCTD khác (*)","Chi tiêu > Tiền, vàng gửi tại và cho vay các TCTD khác (*)","Tiền, vàng gửi tại và cho vay các TCTD khác (*)",-,-,8.721.932,465.250,258.000,-,-,9.445.182,,,8721932.0,465250.0,258000.0,,,9445182.0
Chứng khoán kinh doanh (*),Chi tiêu > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,342.618,-,-,342.618,,,,,342618.0,,,342618.0
Cho vay khách hàng (*),Chi tiêu > Cho vay khách hàng (*),Cho vay khách hàng (*),1.487.539,1.313.306,1.746.445,2.620.079,8.405.055,8.171.901,8.366.261,32.110.586,1487539.0,1313306.0,1746445.0,2620079.0,8405055.0,8171901.0,8366261.0,32110586.0
Chứng khoán đầu tư (*),Chi tiêu > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,100.342,1.361.819,11.925.698,2.175.288,15.563.146,,,,100342.0,1361819.0,11925698.0,2175288.0,15563146.0
"Góp vốn, đầu tư dài hạn (*)","Chi tiêu > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,719.600,719.600,,,,,,,719600.0,719600.0
Tải sản cố định và Bắt động sản đầu tư,Chi tiêu > Tải sản cố định và Bắt động sản đầu tư,Tải sản cố định và Bắt động sản đầu tư,-,-,-,-,-,-,1.375.382,1.375.382,,,,,,,1375382.0,1375382.0
Tải sản Có khác (*),Chi tiêu > Tải sản Có khác (*),Tải sản Có khác (*),2,-,90.276,78.942,66.373,185.931,9.739.312,10.160.834,2.0,,90276.0,78942.0,66373.0,185931.0,9739312.0,10160834.0
Tổng Tài sản,Chi tiêu > Tổng Tài sản,Tổng Tài sản,1.487.540,1.313.306,13.180.858,3.264.613,10.433.865,20.283.530,22.375.843,72.339.553,1487540.0,1313306.0,13180858.0,3264613.0,10433865.0,20283530.0,22375843.0,72339553.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,10.322.898,4.129.156,1.272.483,-,-,15.724.536,,,10322898.0,4129156.0,1272483.0,,,15724536.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,14.148.688,8.982.831,20.988.667,1.599.436,-,45.719.622,,,14148688.0,8982831.0,20988667.0,1599436.0,,45719622.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,18.492,4.345,16.058,-,-,38.895,,,18492.0,4345.0,16058.0,,,38895.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,218.455,218.455,,,,,,,218455.0,218455.0
Phát hành giấy tờ có giả,Nợ phải trả > Phát hành giấy tờ có giả,Phát hành giấy tờ có giả,-,-,13.078,55.950,3.676.995,803.330,850.000,5.399.353,,,13078.0,55950.0,3676995.0,803330.0,850000.0,5399353.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,175.692,265.452,1.038.394,43.024,-,1.522.563,,,175692.0,265452.0,1038394.0,43024.0,,1522563.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,24.678.847,13.437.734,26.992.597,2.445.791,1.068.455,68.623.424,,,24678847.0,13437734.0,26992597.0,2445791.0,1068455.0,68623424.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.487.540,1.313.306,(11.497.989),(10.173.120),(16.558.732),17.837.739,21.307.388,3.716.129,1487540.0,1313306.0,-11497989.0,-10173120.0,-16558732.0,17837739.0,21307388.0,3716129.0
