row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),,,,
Nhóm An Phú (*),Phải thu dài hạn khác (TM số 8) > Nhóm An Phú (*),Nhóm An Phú (*),Các công ty liên quan,(*),328.991.673,193.067.949,,,328991673.0,193067949.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Phải thu dài hạn khác (TM số 8) > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Lãi cho vayChi trả hộ,91.531.25956.912.526,150.047.977168.410.716,,,9153125956912526.0,1.5004797716841072e+17
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vay,69.354.893,-,,,69354893.0,
Công ty Cổ phần An Đông Mia,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần An Đông Mia,Công ty Cổ phần An Đông Mia,Công ty con,Lãi cho vayPhải thu về HĐHTKD,39.610.145-,3.557.774514.788.889,,,,3557774514788889.0
Công ty TNHH V&H Corporation (Lào),Phải thu dài hạn khác (TM số 8) > Công ty TNHH V&H Corporation (Lào),Công ty TNHH V&H Corporation (Lào),Công ty con,Chi trả hộ,5.807.788,-,,,5807788.0,
Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty con,Chi trả hộ,1.228.229,-,,,1228229.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vay,-,110.437.457,,,,110437457.0
Công ty Cổ phần Xây dựng và và Phát triển Nhà Hoàng Anh,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Xây dựng và và Phát triển Nhà Hoàng Anh,Công ty Cổ phần Xây dựng và và Phát triển Nhà Hoàng Anh,Công ty liên kết,Lãi cho vay,-,119.884.238,,,,119884238.0
Công ty Cổ phần Bò sữa Tây Nguyên,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Lãi cho vay,-,2.125.068,,,,2125068.0
Công ty Cổ phần Cao su Trung Nguyên,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Lãi cho vay,-,4.419.862,,,,4419862.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vay,-,1.238.953,,,,1238953.0
Các công ty khác,Phải thu dài hạn khác (TM số 8) > Các công ty khác,Các công ty khác,Bên liên quan,Các khoản khác,1.117.837,508.332,,,1117837.0,508332.0
TỔNG CỘNG,Phải thu dài hạn khác (TM số 8) > TỔNG CỘNG,TỔNG CỘNG,,,594.554.350,1.268.487.215,,,594554350.0,1268487215.0
