row_label_raw,row_label_full,Giá trị các căn hộ sẵn sàng để bán,Số cuối năm > 32.002.629,Ngàn VND Số đầu năm > 50.826.541,numeric__Số cuối năm > 32.002.629,numeric__Ngàn VND Số đầu năm > 50.826.541
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",19.519.569,24.342.082,19519569.0,24342082.0
Hàng hóa,Hàng hóa,Hàng hóa,7.279.617,10.104.115,7279617.0,10104115.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,2.016.559,20.405.728,2016559.0,20405728.0
"Công cụ, dung cụ","Công cụ, dung cụ","Công cụ, dung cụ",95.315,1.526.833,95315.0,1526833.0
Thành phẩm,Thành phẩm,Thành phẩm,58.561,2.249.330,58561.0,2249330.0
Hàng đang đi đường,Hàng đang đi đường,Hàng đang đi đường,-,5.557.514,,5557514.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,60.972.250,115.012.143,60972250.0,115012143.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(274.318),(8.254.630),-274318.0,-8254630.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,60.697.932,106.757.513,60697932.0,106757513.0
