row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Ngàn VND Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,45.838.212,4.066.942,(49.839.924),65.230,45838212.0,4066942.0,-49839924.0,65230.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.245.372,4.410.748,(3.311.323),3.344.797,2245372.0,4410748.0,-3311323.0,3344797.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,1.187.318,5.006.385,(5.944.107),249.596,1187318.0,5006385.0,-5944107.0,249596.0
Thuế và các khoản phải nộp khác cho Nhà nước,Thuế và các khoản phải nộp khác cho Nhà nước,Thuế và các khoản phải nộp khác cho Nhà nước,11.991.687,6.995.466,(18.987.153),-,11991687.0,6995466.0,-18987153.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,61.262.589,20.479.541,(78.082.507),3.659.623,61262589.0,20479541.0,-78082507.0,3659623.0
