row_label_raw,row_label_full,col_0,Số cuối năm,Ngân VND > Số đầu năm,numeric__Số cuối năm,numeric__Ngân VND > Số đầu năm
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,6.095.915.458,3.599.259.475,6095915458.0,3599259475.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,489.039.660,412.622.883,489039660.0,412622883.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,328.991.673,193.067.949,328991673.0,193067949.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,227.225.509,392.803.024,227225509.0,392803024.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,62.613.584,61.457.875,62613584.0,61457875.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.203.785.884,4.659.211.206,7203785884.0,4659211206.0
