row_label_raw,row_label_full,"Tổ chức thu xếp phát hành > BIDV và Công ty TNHH Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (""BSC"")",Số cuối năm > 5.876.000.000,Ngàn VND Số đầu năm > 5.876.000.000,numeric__Số cuối năm > 5.876.000.000,numeric__Ngàn VND Số đầu năm > 5.876.000.000
"Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")",300.000.000,516.649.915,300000000.0,516649915.0
Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Thương mại Cổ phần Bản Việt,180.000.000,240.000.000,180000000.0,240000000.0
"Công ty Cổ phần Chứng khoán Phú Gia (""PHUGIASC"")","Công ty Cổ phần Chứng khoán Phú Gia (""PHUGIASC"")","Công ty Cổ phần Chứng khoán Phú Gia (""PHUGIASC"")",930.000.000,930.000.000,930000000.0,930000000.0
"Công ty Chứng khoán Ngân hàng Việt Nam Thịnh Vượng (""VPBS"")","Công ty Chứng khoán Ngân hàng Việt Nam Thịnh Vượng (""VPBS"")","Công ty Chứng khoán Ngân hàng Việt Nam Thịnh Vượng (""VPBS"")",991.000.000,991.000.000,991000000.0,991000000.0
"Công ty Cổ phần Chứng khoán IB (""IBSC"")","Công ty Cổ phần Chứng khoán IB (""IBSC"")","Công ty Cổ phần Chứng khoán IB (""IBSC"")",145.268.041,183.000.000,145268041.0,183000000.0
"Công ty Cổ phần Chứng khoán FPT (""FPTS"") và Ngân hàng TMCP Việt Nam Thịnh Vượng (""VPB"")","Công ty Cổ phần Chứng khoán FPT (""FPTS"") và Ngân hàng TMCP Việt Nam Thịnh Vượng (""VPB"")","Công ty Cổ phần Chứng khoán FPT (""FPTS"") và Ngân hàng TMCP Việt Nam Thịnh Vượng (""VPB"")",594.000.000,594.000.000,594000000.0,594000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(71.079.006),(80.790.174),-71079006.0,-80790174.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.945.189.035,9.249.859.741,8945189035.0,9249859741.0
Trong đó:,Trong đó:,Trong đó:,,,,
Trái phiếu dài hạn,Trong đó: > Trái phiếu dài hạn,Trái phiếu dài hạn,8.516.093.277,8.935.477.868,8516093277.0,8935477868.0
Trái phiếu dài hạn đến hạn trả,Trong đó: > Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,429.095.758,314.381.873,429095758.0,314381873.0
