row_label_raw,row_label_full,20. VAY (tiếp theo),20. VAY (tiếp theo)_1,20. VAY (tiếp theo)_2,20. VAY (tiếp theo)_3,20. VAY (tiếp theo)_4,20. VAY (tiếp theo)_5,20. VAY (tiếp theo)_6,numeric__20. VAY (tiếp theo)_1,numeric__20. VAY (tiếp theo)_2,numeric__20. VAY (tiếp theo)_3,numeric__20. VAY (tiếp theo)_4,numeric__20. VAY (tiếp theo)_5,numeric__20. VAY (tiếp theo)_6
20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),20.2 Trái phiếu thường (tiếp theo),,,,,,
Tổ chức thu xếp phát hành,Tổ chức thu xếp phát hành,Tổ chức thu xếp phát hành,Trái chủ,Số tiềnNgàn VND,Lãi suất%/năm,Ngàyđáo hạn,Mục đích,Tài sân đảm bảo,,,,,,
PHUGIASC,Tổ chức thu xếp phát hành > PHUGIASC,PHUGIASC,HD Bank -Chi nhánhSở giaodịchĐồng Nai,930.000.000,"Lãi suất điều chỉnh 3 tháng một lần và bằng chi phí vốnVND 12 tháng do ngân hàngTMCP Phát triển TP.HCM cộng với biên độ 3,50 (2018: 11,30)",Ngày 31tháng 12năm 2023,Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn,74.070.455 cổ phiếu HNG thuộc sở hữu của Công ty; 10.800.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT; 196.368.900 cổ phần HAN thuộc sở hữu của Công ty.,,930000000.0,,,,
Trong đó:Trái phiếu dài hạn,Tổ chức thu xếp phát hành > Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,,930.000.000,,,,,,930000000.0,,,,
VPBS,Tổ chức thu xếp phát hành > VPBS,VPBS,VPB,991.000.000,"Bằng lãi suất tiền gửi đối với tổ chức kỳ hạn 12 tháng trả lãi cuối kỳ của Ngân hàng TMCP Việt Nam Thịnh Vượng cộng với biên độ áp dụng cho ba (3) kỳ tính lãi thuộc năm đầu tiên là 3,50 và các kỳ tính lãi tiếp theo là 3,25(2018: 11,20)",Từ ngày 28tháng 7 năm2019 đến ngày 28tháng 12năm 2021,"Hợp tác kinh doanh thực hiện Dự án chăn nuôi bò thịt và bò sữa tại Tĩnh Gia Lai với CNGL (600 tỷ VND), và tăng quy mô vốn hoạt động của Công ty (400 tỷ VND)","110.628.505 cổ phiếu HNG thuộc sở hữu của Công ty; 4.700.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT; 19.940.000 cổ phiếu của HNG tại Công ty Cổ phần Đông Pênh và dự án Daun Penh với quy mô 737,6 ha tại Tĩnh Ratanakiri, Campuchia thuộc quyền sở hữu của Công ty TNHH MTV Daun Penh Agrico.",,991000000.0,,,,
Trong đó:Trái phiếu dài hạnđến hạn trả,Tổ chức thu xếp phát hành > Trong đó:Trái phiếu dài hạnđến hạn trả,Trong đó:Trái phiếu dài hạnđến hạn trả,,191.000.000,,,,,,191000000.0,,,,
Trái phiếu dài hạn,Tổ chức thu xếp phát hành > Trái phiếu dài hạn,Trái phiếu dài hạn,,800.000.000,,,,,,800000000.0,,,,
