row_label_raw,row_label_full,col_0,Bàng cân đối kế toán tổng hợp,Bàng cân đối kế toán tổng hợp_1,Ngàn VND Báo cáo kết quả hoạt động kinh doanh tổng hợp,Ngàn VND Báo cáo kết quả hoạt động kinh doanh tổng hợp_1,numeric__Bàng cân đối kế toán tổng hợp,numeric__Bàng cân đối kế toán tổng hợp_1,numeric__Ngàn VND Báo cáo kết quả hoạt động kinh doanh tổng hợp,numeric__Ngàn VND Báo cáo kết quả hoạt động kinh doanh tổng hợp_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,1.269.183,-,1.269.183,-,1269183.0,,1269183.0,
Lãi chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,(809.401),(8.192.352),7.382.951,(4.266.681),-809401.0,-8192352.0,7382951.0,-4266681.0
Dự phòng hàng tồn kho,Dự phòng hàng tồn kho,Dự phòng hàng tồn kho,-,1.596.030,(1.596.030),-,,1596030.0,-1596030.0,
Tài sản thuế TNDN hoãn lại (phải trả) thuần,Tài sản thuế TNDN hoãn lại (phải trả) thuần,Tài sản thuế TNDN hoãn lại (phải trả) thuần,459.782,(6.596.322),,,459782.0,-6596322.0,,
Thu nhập (chi phí) thuế TNDN hoãn lại,Thu nhập (chi phí) thuế TNDN hoãn lại,Thu nhập (chi phí) thuế TNDN hoãn lại,,,7.056.104,(4.266.681),,,7056104.0,-4266681.0
