row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,150.747.273,223.540.379,,221.0,150747273.0,223540379.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,23,(122.765.299),(191.205.673),,23.0,-122765299.0,-191205673.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,27.981.974,32.334.706,,,27981974.0,32334706.0
21,21,21,4. Doanh thu hoạt động tài chính,22.2,1.393.240.909,1.125.471.884,,222.0,1393240909.0,1125471884.0
22,22,22,5. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.329.038.372) (1.077.816.296),(1.529.355.621) (1.010.887.348),,24.0,,
23,23,23,5. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.329.038.372) (1.077.816.296),(1.529.355.621) (1.010.887.348),,24.0,,
25,25,25,6. Chi phí bán hàng,25,(5.557.393),(4.695.357),,25.0,-5557393.0,-4695357.0
26,26,26,7. Chi phí quản lý doanh nghiệp,25,(213.379.470),(88.802.931),,25.0,-213379470.0,-88802931.0
30,30,30,8. Lỗ thuần từ hoạt động kinh doanh,,(126.752.352),(465.047.319),,,-126752352.0,-465047319.0
31,31,31,9. Thu nhập khác,26,25.692.529,2.826.081,,26.0,25692529.0,2826081.0
32,32,32,10. Chi phí khác,26,(9.999.364),(7.651.933),,26.0,-9999364.0,-7651933.0
40,40,40,11. Lợi nhuận (lỗ) khác,,15.693.165,(4.825.852),,,15693165.0,-4825852.0
50,50,50,12. Tổng lỗ kế toán trước thuế,,(111.059.187),(469.873.171),,,-111059187.0,-469873171.0
51,51,51,13. Chi phí thuế TNDN hiện hành,27,(4.066.942),(912.141),,27.0,-4066942.0,-912141.0
52,52,52,14. Thu nhập (chi phí) thuế TNDN hoãn lại,27,7.056.104,(4.266.681),,27.0,7056104.0,-4266681.0
60,60,60,15. Lỗ sau thuế TNDN,,(108.070.025),(475.051.993),,,-108070025.0,-475051993.0
