row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chỉ trả hộ,Ngắn hạn > Chỉ trả hộ,Chỉ trả hộ,485.507.818,47.889.057,485507818.0,47889057.0
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,327.125.093,1.398.953.738,327125093.0,1398953738.0
Cổ tức được chia,Ngắn hạn > Cổ tức được chia,Cổ tức được chia,242.001.200,-,242001200.0,
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,3.626.658,11.087.640,3626658.0,11087640.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,34.454.955,27.447.743,34454955.0,27447743.0
,,,1.092.715.724,1.485.378.178,1092715724.0,1485378178.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28.2),Trong đó: > Phải thu các bên liên quan (TM số 28.2),Phải thu các bên liên quan (TM số 28.2),1.082.052.198,1.445.166.764,1082052198.0,1445166764.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,10.663.526,40.211.414,10663526.0,40211414.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,530.650.354,589.983.768,530650354.0,589983768.0
"Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Dài hạn > Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"")",-,514.788.889,,514788889.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,65.454.127,169.432.602,65454127.0,169432602.0
,,,596.104.481,1.274.205.259,596104481.0,1274205259.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28.2),Trong đó: > Phải thu các bên liên quan (TM số 28.2),Phải thu các bên liên quan (TM số 28.2),594.554.350,1.268.487.215,594554350.0,1268487215.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.550.131,5.718.044,1550131.0,5718044.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.688.820.205,2.759.583.437,1688820205.0,2759583437.0
