row_label_raw,row_label_full,a. Chứng khoán Nợ,4.814.463,7.656.115,numeric__4.814.463,numeric__7.656.115
- Trái phiếu Chính phủ,- Trái phiếu Chính phủ,- Trái phiếu Chính phủ,4.814.463,7.028.515,4814463.0,7028515.0
- Chứng khoán do các TCTD khác trong nước phát hành,- Chứng khoán do các TCTD khác trong nước phát hành,- Chứng khoán do các TCTD khác trong nước phát hành,-,627.600,,627600.0
Cộng,Cộng,Cộng,4.814.463,7.656.115,4814463.0,7656115.0
