row_label_raw,row_label_full,CHỈ TIÊU > Số dư tại ngày 01/01/2020 > - Lợi nhuận tăng trong năm,Vốn góp chủ sở hữu > 4.101.555 > -,Cổ phiếu quỹ > (29.644) > -,Quỹ khác > 29.644 > -,Quỹ đầu tư phát triển > 1.105 > -,Quỹ dự phòng tài chính > 78.998 > -,Quỹ dự trữ bổ sung vốn điều lệ > 47.769 > -,Lợi nhuận chưa phân phối > 77.071 > -,Tổng > 4.306.498 > -,numeric__Vốn góp chủ sở hữu > 4.101.555 > -,numeric__Cổ phiếu quỹ > (29.644) > -,numeric__Quỹ khác > 29.644 > -,numeric__Quỹ đầu tư phát triển > 1.105 > -,numeric__Quỹ dự phòng tài chính > 78.998 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > 47.769 > -,numeric__Lợi nhuận chưa phân phối > 77.071 > -,numeric__Tổng > 4.306.498 > -
- Trích bổ sung chi phí thuộc Đề ăn Tài cấu trúc,- Trích bổ sung chi phí thuộc Đề ăn Tài cấu trúc,- Trích bổ sung chi phí thuộc Đề ăn Tài cấu trúc,-,-,-,-,-,-,(45.064),(45.064),,,,,,,-45064.0,-45064.0
Số dư tại ngày 31/12/2020,Số dư tại ngày 31/12/2020,Số dư tại ngày 31/12/2020,4.101.555,(29.644),29.644,1.105,78.998,47.769,32.007,4.261.434,4101555.0,-29644.0,29644.0,1105.0,78998.0,47769.0,32007.0,4261434.0
Số dư tại ngày 01/01/2021,Số dư tại ngày 01/01/2021,Số dư tại ngày 01/01/2021,4.101.555,(29.644),29.644,1.105,78.998,47.769,32.007,4.261.434,4101555.0,-29644.0,29644.0,1105.0,78998.0,47769.0,32007.0,4261434.0
- Lợi nhuận tăng trong năm,- Lợi nhuận tăng trong năm,- Lợi nhuận tăng trong năm,-,-,-,-,-,-,-,-,,,,,,,,
Số dư tại ngày 31/12/2021,- Lợi nhuận tăng trong năm > Số dư tại ngày 31/12/2021,Số dư tại ngày 31/12/2021,4.101.555,(29.644),29.644,1.105,78.998,47.769,32.007,4.261.434,4101555.0,-29644.0,29644.0,1105.0,78998.0,47769.0,32007.0,4261434.0
