row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dự phòng rủi ro trích lập / (hoàn nhập) trong năm > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Năm trước > Số dư đầu năm > Dự phòng rủi ro trích lập / (hoàn nhập) trong năm > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Chi tiết số dư dự phòng cuối năm,Dự phòng chung > 295.615 > 7.471 > - > 303.086 > Dự phòng chung > 278.910 > 16.705 > - > 295.615 > 31/12/2021,Dự phòng cụ thể > 162.690 > 237.461 > (11.622) > 388.529 > Dự phòng cụ thể > 148.266 > 33.805 > (19.381) > 162.690 > 01/01/2021,numeric__Dự phòng chung > 295.615 > 7.471 > - > 303.086 > Dự phòng chung > 278.910 > 16.705 > - > 295.615 > 31/12/2021,numeric__Dự phòng cụ thể > 162.690 > 237.461 > (11.622) > 388.529 > Dự phòng cụ thể > 148.266 > 33.805 > (19.381) > 162.690 > 01/01/2021
Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,-,-,,
Dự phòng rủi ro cho vay khách hàng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,691.615,458.305,691615.0,458305.0
+ Dự phòng chung,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng chung,+ Dự phòng chung,303.086,295.615,303086.0,295615.0
+ Dự phòng cụ thể,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng cụ thể,+ Dự phòng cụ thể,388.529,162.690,388529.0,162690.0
Cộng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Cộng,Cộng,691.615,458.305,691615.0,458305.0
