row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,1.450,20.144,18.287,3.307,1450.0,20144.0,18287.0,3307.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,1.285,560,1.285,560,1285.0,560.0,1285.0,560.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,2.484,29.109,27.651,3.942,2484.0,29109.0,27651.0,3942.0
Tổng cộng,Tổng cộng,Tổng cộng,5.219,49.813,47.223,7.809,5219.0,49813.0,47223.0,7809.0
