row_label_raw,row_label_full,col_0,Hoạt động huy động và tin dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tin dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,5.212.003,1.416.868,272.164,6.901.035,5212003.0,1416868.0,272164.0,6901035.0
Chi phí,Chi phí,Chi phí,4.527.349,747.841,169.778,5.444.968,4527349.0,747841.0,169778.0,5444968.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,684.654,669.027,102.386,1.456.067,684654.0,669027.0,102386.0,1456067.0
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,44.124.567,10.962.963,-,55.087.530,44124567.0,10962963.0,,55087530.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,18.690.642,,,,18690642.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,73.778.172,,,,73778172.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,67.192.666,39.179,-,67.231.845,67192666.0,39179.0,,67231845.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,2.284.893,,,,2284893.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,69.516.738,,,,69516738.0
