row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Tính chất giao dịch,Phát sinh trong năm,Số dư tại 31/12/2021 Phải thu/ (Phải trả),numeric__Mối quan hệ,numeric__Tính chất giao dịch,numeric__Phát sinh trong năm,numeric__Số dư tại 31/12/2021 Phải thu/ (Phải trả)
Công ty AMC,Công ty AMC,Công ty AMC,Công ty con,Phí quản lý,10.082,933,,,10082.0,933.0
Công ty AMC,Công ty AMC,Công ty AMC,Công ty con,Trà lãi TG,996,-,,,996.0,
Công ty AMC,Công ty AMC,Công ty AMC,Công ty con,Tiền gửi KKH,-,1.864,,,,1864.0
Công ty AMC,Công ty AMC,Công ty AMC,Công ty con,Tiền gửi có kỳ hạn,-,4.549,,,,4549.0
Ban điều hành,Ban điều hành,Ban điều hành,Bên liên quan,Lương thường Ban Tổng Giám đốc,13.295,-,,,13295.0,
Ban điều hành,Ban điều hành,Ban điều hành,Bên liên quan,"Thù lao HDQT, BKS",12.365,-,,,12365.0,
